Org Unit,Org Unit Code,OU Short Name,Org Unit Id,Parent Id
Njenjete Village Clinic,,Njenjete Village Clinic,SFcy6aGlSTz,SL1ePpPFaki
Njera Outreach Clinic (Phimbi),,Njera Outreach Clinic (Phimbi),iJ6XBIYZ4Nt,OmkxKPS11ej
Njerengwa Outreach Clinic,,Njerengwa Outreach Clinic,uSZSTxzvrau,NItIjAcYO8y
Njereza Dispensary,,Njereza-Disp,cyoNyGB6GzX,RBK39eC5LuY
Njewa Outreach Clinic (Chitedze),,Njewa Outreach Clinic (Chitedze),h8A6SiAqTWa,Xc3odqjv7h0
Njewe Outreach Clinic,,Njewe Outreach Clinic,v7sQO3MCSka,ihG7TCzUsYI
Njewe Village Clinic,,Njewe Village Clinic,TLPUVQF9tFz,ihG7TCzUsYI
Njili Outreach Clinic,,Njili Outreach Clinic,GInAnLgdgXO,QlnCjd3M0E1
Njilima Outreach (Mbonechera),,Njilima Outreach (Mbonechera),HAwWBOugOck,iTzui2UcI8o
Njirambo Village Clinic,,Njirambo VC,WvKQlUMOvNd,YOhdb5QWf3k
Njiwa Outreach,,Njiwa Outreach,qyeczKIGarX,H2ErYfEdioK
Njiwa Village Clinic,,Njiwa Village Clinic,wJCAlXOFYB9,H2ErYfEdioK
Njiwa Village Clinic (Chitedze),,Njiwa Village Clinic (Chitedze),OQIvpQ6E0H4,Xc3odqjv7h0
Njiwi Outreach Clinic (Chipho),,Njiwi Outreach Clinic (Chipho),KRt2KowKoWf,xJQqTtpdsHP
Njiwi Village Clinic (Chipho),,Njiwi Village Clinic (Chipho),DeRqLxJe7UI,xJQqTtpdsHP
Njiza Outreach Clinic,,Njiza Outreach Clinic,jPEGMNQENNt,or37YlPVkxQ
Njobvu Outreach (Chitekesa),,Njobvu Outreach (Chitekesa),idbUpjcqLOb,u4mqH5iShLL
Njobvu Outreach Clinic,,Njobvu Outreach Clinic,urKqopTXnu5,WEXi1SR3Ps6
Njobvu Village Clinic,,Njobvu Village Clinic,elH0BISdOsk,WEXi1SR3Ps6
Njobvu Village Clinic (Chitekesa),,Njobvu Village Clinic (Chitekesa),i5zp8g6Ez1V,u4mqH5iShLL
Njobvuyalema Outreach Clinic (Chipwaila),,Njobvuyalema Outreach Clinic (Chipwaila),Fz2tsA2S4iO,pkMXL4XF9ie
Njobvuyalema Village Clinic,,Njobvuyalema VC,amCZizMZ9B6,pkMXL4XF9ie
Njobvuyalema Village Clinic,,Njobvuyalema VC,gBIYs556YA2,r1idesX7bX6
Njoka Outreach Clinic,,Njoka Outreach Clinic,rksfMoFhS3T,nDmSqHjGoHc
Njoka Outreach Clinic (Kapire),,Njoka Outreach Clinic (Kapire),nsb9U9ra4HX,bOzeauFIWQA
Njoka Village Clinic,,Njoka VC,mT7Z02A1iqA,bOzeauFIWQA
Njoka Village Clinic (Manyamula),,Njoka Village Clinic (Manyamula),bIKhBkcr9bL,QM6V7PDrfLM
Njolomola Outreach Clinic (Tulonkhondo),,Njolomola Outreach Clinic (Tulonkhondo),Q3uffuGSG2a,UDVA59g76b9
Njolomola Village Clinic (Tulonkhondo),,Njolomola Village Clinic (Tulonkhondo),ZmpM2KL9lVU,UDVA59g76b9
Njolomole II Village Clinic (Lakeview),,Njolomole II Village Clinic (Lakeview),GVesZuf7O1Q,s0oVNR4X97p
Njolowire Outreach Clinic,,Njolowire Outreach Clinic,SiV77uq8Zlh,M7TlHaVIPLz
Njuchi Outreach Clinic (Mlangali),,Njuchi Outreach Clinic (Mlangali),vr8I3045Knq,a6eACcAs40A
Njuchi Village Clinic (Nkhoma),,Njuchi Village Clinic (Nkhoma),pigbbUlfDda,wPja49DJa2A
Njuli Outreach Clinic,,Njuli Outreach Clinic,k0zSJqy4KCw,lsrGqZfICKm
Njumbula Outreach Clinic,,Njumbula Outreach Clinic,pqlFXZIvT2S,eLLoifuK7RA
Njumbula Village Clinic,,Njumbula Village Clinic,me9Hy0dwjVa,eLLoifuK7RA
Njunga II Outreach Clinic (Manjawira),,Njunga II Outreach Clinic (Manjawira),IBgYTLowZT7,FPDJqyOOb4I
Njunga II Village Clinic (Manjawira),,Njunga II Village Clinic (Manjawira),KjZYgkhAd3Y,FPDJqyOOb4I
Njuyu Health Centre,534,Njuyu-HC,CZXbHCpGcTW,ZMhvihfvanx
Nkalapa Outreach (Mangamba),,Nkalapa Outreach (Mangamba),ffZgy4vbbDZ,zt2Jzw6wUcc
Nkalapa Village Clinic (Mangamba),,Nkalapa Village Clinic (Mangamba),Pevf15nwiVn,zt2Jzw6wUcc
Nkalo Health Centre,2809,Nkalo-HC,Phu68UfvSy0,CTdWtNCPRNh
Nkanda Outreach (Namadidi),,Nkanda Outreach (Namadidi),CirGRw5Nxqt,bHXisKRaXOR
Nkanda Village Clinic (Namadidi),,Nkanda Village Clinic (Namadidi),sIa3YrYT3QE,bHXisKRaXOR
Nkanga Outreach,,Nkanga Outreach,F3Kx15QCq8T,F4aQvPL4c5a
Nkanga Village Clinic,,Nkanga Village Clinic,ikgM7r4ickD,F4aQvPL4c5a
Nkanyoza Outreach Clinic (Ndakwera),,Nkanyoza Outreach Clinic (Ndakwera),fg0wb6jTa5e,EdY8ZVRq9ST
Nkasala Health Centre,2717,Nkasala-HC,TOHfssdeOr9,hrbAl7aUBwV
Nkasaulo Outreach (Machinga DH),,Nkasaulo Outreach (Machinga DH),aMzGQFDIKV8,HN3xPrwEli4
Nkata Outreach Clinic (Iba),,Nkata Outreach Clinic (Iba),Ixe1gFrjxsE,FZw4GOFV5X0
Nkatasi  Outreach (Nkomaula),,Nkatasi  Outreach (Nkomaula),zQWc0xh5vdg,PY3CbMBy53P
Nkathama Outreach,,Nkathama Outreach,aWM1UwSst61,b1RogeavIPD
Nkathama Village Clinic,,Nkathama Village Clinic,BK69mJPrDkz,b1RogeavIPD
Nkavu Outreach Clinic (Midzemba),,Nkavu Outreach Clinic (Midzemba),PB9UjQOqgmR,zq5yo5iRvsL
Nkavu Village Clinic (Midzemba),,Nkavu Village Clinic (Midzemba),JcW7hMUY4lR,zq5yo5iRvsL
Nkaya Outreach Clinic (Utale I),,Nkaya Outreach Clinic (Utale I),YxCcyMGAUZG,uKJ1hfxCykV
Nkaya Village Clinic (Utale I),,Nkaya Village Clinic (Utale I),K62tkfwbR67,uKJ1hfxCykV
Nkhadzi Outreach Clinic (Kalemba),,Nkhadzi Outreach Clinic (Kalemba),oS60E3LZ885,OyDhmxtA7nb
Nkhadzi Village Clinic (Kalemba),,Nkhadzi Village Clinic (Kalemba),fnGQNCjAGpL,OyDhmxtA7nb
Nkhaka Outreach Clinic (Changata),,Nkhaka Outreach Clinic (Changata),A7aWgt20CDd,SnNGsSfYB0h
Nkhaka Village Clinic (Changata),,Nkhaka Village Clinic (Changata),FJftjbFOTPf,SnNGsSfYB0h
Nkhakama Outreach Clinic,,Nkhakama Outreach Clinic,fSbfyfQmH2o,MrIB1LvLmRs
Nkhakama Village Clinic,,Nkhakama Village Clinic,WWgJt7W0Elh,MrIB1LvLmRs
Nkhalamba Outreach Clinic (Kakoma),,Nkhalamba Outreach Clinic (Kakoma),CSWrqDXa0Lc,sYY0PQEhVU1
Nkhalango Outreach,,Nkhalango Outreach,cz146jI0tzx,QKnbzIuwFb6
Nkhalango Outreach Clinic (Likuni),,Nkhalango Outreach Clinic (Likuni),N5SJGyQGQLh,JquLSZgkHQ8
Nkhalango Private Clinic,4032,Nkhalango Private Clinic,N4dbtgJAnhw,MDkBXGJ5CyR
Nkhaluwa II Outreach (Namanja),,Nkhaluwa II Outreach (Namanja),zFDOKWj4I8u,XG7w56VzqMn
Nkhamanga Outreach,,Nkhamanga Outreach,CZLR3IiQa9z,ueVjB10KIyz
Nkhamanga Village Clinic,,Nkhamanga Village Clinic,Q7TRVnzMlvs,ueVjB10KIyz
Nkhamenya Hospital,1013,Nkhamenya-Hosp,QcCfOxMgWJN,QWwg51OvU0a
Nkhande Dispensary,3422,Nkhande-DISP,cGvhk2ChRaA,LswTbnG3C0c
Nkhande Outreach Clinic (Ntcheu DH),,Nkhande Outreach Clinic (Ntcheu DH),W94UFlqc1tZ,irf8hxUohn5
Nkhandwe Outreach Clinic (Trinity),,Nkhandwe Outreach Clinic (Trinity),SXiyIO3iOmx,iRQXiwCxsE8
Nkhandwe Village Clinic,,Nkhandwe Village Clinic,XUUAklxBG5c,RViCF6QIybs
Nkhanga Outreach Clinic,,Nkhanga Outreach Clinic,H1P1HOyzBQo,gil9su99LXX
Nkhanga Outreach Clinic (Mpepa),,Nkhanga Outreach Clinic (Mpepa),F3YOPiX7jZ3,GJhhq8K1EBF
Nkhanga Village Clinic,,Nkhanga VC,UxXEOuYxyMv,gil9su99LXX
Nkhanga Village Clinic (Mpepa),,Nkhanga Village Clinic (Mpepa),ERWd2f0PH4h,GJhhq8K1EBF
Nkhangwa Outreach Clinic,,Nkhangwa Outreach Clinic,iN5CL6PCaEr,NItIjAcYO8y
Nkhangwa Village Clinic,,Nkhangwa Village Clinic,RwfxbPBwTy4,NItIjAcYO8y
Nkhanire Outreach Clinic,,Nkhanire Outreach Clinic,VNo8mV8pWQL,gil9su99LXX
Nkhanire Village Clinic,,Nkhanire VC,RmII1M4JNBL,gil9su99LXX
Nkhata Bay District Hospital,315,Nkhata-Bay-Distr-Hosp,Cr4BIZYc1Ks,P1HnUkQDPw0
Nkhatabay Private Clinic,327,Nkhatabay Private Clinic,UhakMoxPLoa,P1HnUkQDPw0
Nkhata-Bay-DHO,,Nkhata-Bay-DHO,P1HnUkQDPw0,mPpiH4dNz9C
Nkhataombere Maternity,3115,Nkhataombere-Maternity,cW0qFAm1C3P,gd6cNp4HjsE
Nkhataombere Village Clinic (Nkhataombere),,Nkhataombere Village Clinic (Nkhataombere),v3nA78RlAto,cW0qFAm1C3P
Nkhate Outreach Clinic,,Nkhate Outreach Clinic,LaTp0nnzCr3,fmm167XcK2T
Nkhokoma Outreach Clinic,,Nkhokoma Outreach Clinic,NUPzf2g8gkh,QX85XzKEJjg
Nkhoma Hospital,1538,Nkhoma-Hosp,wPja49DJa2A,MDkBXGJ5CyR
Nkhombe Outreach Clinic (Lisungwi),,Nkhombe Outreach Clinic (Lisungwi),BJpU1cQJZcJ,jBJ1nrUXKIu
Nkhombe Village Clinic (Lisungwi),,Nkhombe Village Clinic (Lisungwi),JsRxEX5OLtD,jBJ1nrUXKIu
Nkhombwa Outreach Clinic,,Nkhombwa Outreach Clinic,yBtb2XLi21b,GSQ5TnX3yuJ
Nkhombwa Village Clinic,,Nkhombwa Village Clinic,K5EKzT7Rwzu,GSQ5TnX3yuJ
Nkhomo Outreach Clinic,,Nkhomo Outreach Clinic,Su05Cbjj0j6,o9B8rTitcGn
Nkhomphola Outreach,,Nkhomphola Outreach,qE2b1AfsRiM,H2ErYfEdioK
Nkhomphola Village Clinic,,Nkhomphola Village Clinic,x7SoeT44zR0,H2ErYfEdioK
Nkhono Outreach,,Nkhono Outreach,eB1NuIzZCwI,F4aQvPL4c5a
Nkhono Outreach Clinic,,Nkhono Outreach Clinic,jDlLWKPZcUg,RQX6rnfUsBD
Nkhono Village Clinic,,Nkhono Village Clinic,QnfU24Fi7N3,F4aQvPL4c5a
Nkhono Village Clinic (Nkhunga),,Nkhono Village Clinic (Nkhunga),IxcAHg0I8wQ,RQX6rnfUsBD
Nkhonya  Outreach (Mulanje Mission),,Nkhonya  Outreach (Mulanje Mission),c8gZTpCAhvR,MKIDkeCfVCc
Nkhorongo Health Centre,535,Nkhorongo-HC,dz2aFcg1wHo,ZMhvihfvanx
Nkhoso Outreach Clinic,,Nkhoso Outreach Clinic,jf8wmVQ4AQD,OxWyNMOFrbv
Nkhota Outreach Clinic,,Nkhota Outreach Clinic,U7lvbVWfHga,FoWBNiRRWnB
Nkhotakota District Hospital,1111,Nkhotakota-Distr-Hosp,eLLoifuK7RA,HxjTgTNq2YD
Nkhotakota-DHO,,Nkhotakota-DHO,HxjTgTNq2YD,iQx6Edf0Xib
Nkhowe Outreach Clinic,,Nkhowe Outreach Clinic,nzxhOLw7eqm,E1n8QFnk7M2
Nkhozo Outreach Clinic,,Nkhozo Outreach Clinic,KABvFIYUfWD,Oc3g2Wv2s5M
Nkhozo Village Clinic,,Nkhozo Village Clinic,glem6udQB2s,Oc3g2Wv2s5M
Nkhudzi Outreach Clinic (Mapelera),,Nkhudzi Outreach Clinic (Mapelera),Jch09MjwOqM,NlBOlQkhfk5
Nkhudzi Village Clinic (Mapelera),,Nkhudzi Village Clinic (Mapelera),rXNaPruz6To,NlBOlQkhfk5
Nkhula Outreach Clinic,,Nkhula Outreach Clinic,ldGFssDdWAA,n6UZ8o9yo6L
Nkhulambe Health Centre,3511,Nkhulambe-HC,IFWkUcZya9D,A2Kgu7zMgJr
Nkhulawe Outreach Clinic (Kang'oma),,Nkhulawe Outreach Clinic (Kang'oma),g3If68n0SMe,o1ZjuUmv5aQ
Nkhulawe Village Clinic (Kang'oma),,Nkhulawe Village Clinic (Kang'oma),TLVna7CmNDn,o1ZjuUmv5aQ
Nkhuluti Outreach Clinic,,Nkhuluti Outreach Clinic,QfBROhWPTMd,rdHVTY312fc
Nkhumano Outreach Clinic,,Nkhumano Outreach Clinic,jWM1Tap6P0x,QrpvZldV7rA
Nkhumano Village Clinic,,Nkhumano Village Clinic,Yz2FARBzRHL,QrpvZldV7rA
Nkhumba Village Clinic,,Nkhumba Village Clinic,uoj8MdoN225,BogAIA30ZjT
Nkhuna Outreach (Ntaja),,Nkhuna Outreach (Ntaja),ybCcZDdnO4C,Ybh0Ww4WWVx
Nkhundi Outreach Clinic (Chididi),,Nkhundi Outreach Clinic (Chididi),XPgDI60Xavn,WG3SI4hkJFF
Nkhunga Health Centre,1112,Nkhunga-HC,RQX6rnfUsBD,HxjTgTNq2YD
Nkhungulu Outreach,,Nkhungulu Outreach,u8JXgCNxrR8,qUpaRCpnoux
Nkhungulu Village Clinic,,Nkhungulu Village Clinic,WKWAHFZU8MP,qUpaRCpnoux
Nkhuta Outreach Clinic,,Nkhuta Outreach Clinic,luSa2MgWiu2,xcRa7FraazI
Nkhutu Outreach Clinic,,Nkhutu Outreach Clinic,Tkra6uQSLfx,ypiAvIrP9U6
Nkhuyu Outreach,,Nkhuyu Outreach,TnRSLp65Kqh,rpW9v5wCsE6
Nkhuyu Village Clinic,,Nkhuyu Village Clinic,IXRy4oIBwhO,rpW9v5wCsE6
Nkhwali Outreach Clinic,,Nkhwali Outreach Clinic,EAmmbDnTVia,Cr4BIZYc1Ks
Nkhwali Outreach Clinic (Kawamba),,Nkhwali Outreach Clinic (Kawamba),MmfkQ1V6GEr,flfOvLzldtj
Nkhwali Outreach Clinic (Kawamba),,Nkhwali Outreach Clinic (Kawamba),PCXeCDkbXkI,flfOvLzldtj
Nkhwangwa Outreach Clinic (Likuni),,Nkhwangwa Outreach Clinic (Likuni),q9LX6mhGEGh,JquLSZgkHQ8
Nkhwangwa Village Clinic (Zoa),,Nkhwangwa Village Clinic (Zoa),Mn8IaHzV2rr,iaUfnrbzQ9d
Nkhwangwi Outreach Clinic (Chileka),,Nkhwangwi Outreach Clinic (Chileka),iuWrStSrHSr,iiBtWzxLMUo
Nkhwangwi Village Clinic (Chileka),,Nkhwangwi Village Clinic (Chileka),kkUjIleg6Kh,iiBtWzxLMUo
Nkhwayi Outreach Clinic (Thumbwe),,Nkhwayi Outreach Clinic (Thumbwe),xgRgsFiHDJ3,tlDXiuRLOpw
Nkhwayi Village Clinic,,Nkhwayi V Clinic,DlQ9JxjLRzz,tlDXiuRLOpw
Nkhwazi Health Centre,1612,Nkhwazi-HC,BogAIA30ZjT,UeDRejssxJd
Nkhwazi Outreach Clinic,,Nkhwazi Outreach Clinic,YGkPwL6luye,rLCi8itMAng
Nkhwazi Outreach Clinic (Montfort),,Nkhwazi Outreach Clinic (Montfort),CvKfM0DCfnr,a8NecI8jzqL
Nkhwemba Village Clinic,,Nkhwemba Village Clinic,Hwd6RQOEe0r,rLCi8itMAng
Nkhweta Outreach Clinic,,Nkhweta Outreach Clinic,WiFeXJo02tP,L0obMixrYsw
Nkisa Outreach (Nayuchi),,Nkisa Outreach (Nayuchi),udKdpTjQWab,fwctySB9ovz
Nkokachombwe Outreach Clinic (Thomas),,Nkokachombwe Outreach Clinic (Thomas),A8zUr4bP1en,TKKQUXqRrrr
Nkolesya Outreach,,Nkolesya Outreach,ZxhPIkJB5k7,cLY2A4m8Jn0
Nkolesya Outreach Clinic (Chiponde),,Nkolesya Outreach Clinic (Chiponde),DeCqP5Z1N14,VphQvehsaVR
Nkolimbo I Outreach Clinic (Lizulu),,Nkolimbo I Outreach Clinic (Lizulu),CW3GnxV1KlA,yZVsJTXGxyZ
Nkolimbo I Village Clinic (Lizulu),,Nkolimbo I Village Clinic (Lizulu),GuhJkZkQM7l,yZVsJTXGxyZ
Nkolimbo Village Clinic (Makhanga),,Nkolimbo Village Clinic (Makhanga),KO7TU04VEyB,TRDY52stPkd
Nkolola Outreach Clinic (Utale I),,Nkolola Outreach Clinic (Utale I),is5RlqlohIN,uKJ1hfxCykV
Nkolola Village Clinic (Utale I),,Nkolola Village Clinic (Utale I),mrd0gBamqNf,uKJ1hfxCykV
Nkomaula Health Centre,3224,Nkomaula Health Centre,PY3CbMBy53P,rUBJcTYUnAE
Nkombedzi Health Centre,3334,Nkombedzi Health Centre,cjXYVRHJjQn,GeGgihdOJ2p
Nkonde II Village Clinic (Mikoke),,Nkonde II Village Clinic (Mikoke),dATkuWFNqMz,QJKJi4blhkg
Nkonde Outreach (Mkwepere),,Nkonde Outreach (Mkwepere),bm3xSeM4bZw,RQYBvIXGsDY
Nkonde Outreach Clinic (Mikoke),,Nkonde Outreach Clinic (Mikoke),MnZBuHbQDVC,QJKJi4blhkg
Nkonde Outreach Clinic (Nsipe),,Nkonde Outreach Clinic (Nsipe),uT1uyISkXyv,DZq9bb4C1Jn
Nkope Health Centre,2528,Nkope-HC,jrlOSjcDYGN,RBK39eC5LuY
Nkotamu Outreach Clinic (Nsanje DH),,Nkotamu Outreach Clinic (Nsanje DH),UPTdYxV5SY4,tVuIhivYk9N
Nkotamu Village Clinic (Nsanje DH),,Nkotamu Village Clinic (Nsanje DH),w9On77Lf0IO,tVuIhivYk9N
Nkozomba Outreach,,Nkozomba Outreach,D3TtpopF3O9,OJhXyqgy2Qm
Nkudzula Outreach Clinic (Trinity),,Nkudzula Outreach Clinic (Trinity),YZc5w5Sliko,iRQXiwCxsE8
Nkukumira Outreach (Bimbi),,Nkukumira Outreach (Bimbi),rPhYWL01DIl,gS8A33Rsqjr
Nkula Health Centre,3712,Nkula-HC,cfzBcWqPOoy,IQCeFVtGUtg
Nkula Outreach (Likangala),,Nkula Outreach (Likangala),LmWjBcDBmUm,LBeMMNRQSoU
Nkula Outreach (Machinga ),,Nkula Outreach (Machinga ),Pydai6eDFRn,cYYZv88xBL6
Nkula Village Clinic,,Nkula V Clinic,IE1FXyC7l8X,cYYZv88xBL6
Nkula/Tedzani Clinic,2944,Nkula/Tedzani,OH6iMGjGTbZ,FEGZA6BEAjj
Nkuli Outreach Clinic (Kwitanda),,Nkuli Outreach Clinic (Kwitanda),Pa1EWNO5bKH,Z8EORvXbL8x
Nkuli Village Clinic (Kwitanda),,Nkuli Village Clinic (Kwitanda),DVMBMWUHUTh,Z8EORvXbL8x
Nkumaniza Health Centre,3313,Mkumaniza-HC,bwhjLosc8k8,GeGgihdOJ2p
Nkumba Outreach Clinic (Molele),,Nkumba Outreach Clinic (Molele),jP7LBXbrq9n,POK4qrJEUda
Nkumba Village Clinic (Molele),,Nkumba Village Clinic (Molele),us6knxmimAr,POK4qrJEUda
Nkunda Outreach Clinic (Malamulo SDA),,Nkunda Outreach Clinic (Malamulo SDA),bQdbvcz4ZJJ,UKeSrLQeuCm
Nkundi  Outreach (Bondo),,Nkundi  Outreach (Bondo),ArRclfYN8lY,XUpPIr0oxZ5
Nkungwilima Outreach Clinic,,Nkungwilima Outreach Clinic,IK3wpu1LIds,XcRAuC6ZPi0
Nkunlola Village Clinic,,Nkunlola VC,QI32Wbp0xCG,xIfDdYzRS5G
Nkupe Outreach (M'mambo),,Nkupe Outreach (M'mambo),NLDd3kbjvfL,PFhr83vxGgZ
Nkupe Village Clinic (M'mambo),,Nkupe Village Clinic (M'mambo),AA7D0AYgYLZ,PFhr83vxGgZ
Nkusa Outreach Clinic (Malamulo SDA),,Nkusa Outreach Clinic (Malamulo SDA),ZHFJrL1t0Ks,UKeSrLQeuCm
Nkusa Village Clinic (Malamulo SDA),,Nkusa Village Clinic (Malamulo SDA),jX0tAhIdC6R,UKeSrLQeuCm
Nkuta/ Mabanja Village Clinic,,Nkuta/ Mabanja VC,vMuI16pild2,XUpPIr0oxZ5
Nkuti Outreach Clinic (Chiponde),,Nkuti Outreach Clinic (Chiponde),zEoCa8KkbRh,VphQvehsaVR
Nkwinda Outreach Clinic (Lisungwi),,Nkwinda Outreach Clinic (Lisungwi),eCN1N7HGMUC,jBJ1nrUXKIu
Nkwinda Village Clinic (Lisungwi),,Nkwinda Village Clinic (Lisungwi),scU62NxtXPe,jBJ1nrUXKIu
Nnesa  Outreach (Bondo),,Nnesa  Outreach (Bondo),EjxWIFesrbq,XUpPIr0oxZ5
Nogwe  Outreach (Kambenje),,Nogwe  Outreach (Kambenje),z4hB6i2AaB8,UzxhcPn4QZG
Nogwe Village Clinic,,Nogwe VC,wOM2Ym5V4ZC,UzxhcPn4QZG
Nomba Village Clinic,,Nomba VC,efPsnTNGXsV,xr2MuALneJH
Nombo Outreach Clinic (Nancholi),,Nombo Outreach Clinic (Nancholi),HX1VrHpPANW,Q90Za7zl8zB
North Zone,North Zone,North Zone,mPpiH4dNz9C,lZsCb6y0KDX
NRC,4057,NRC,rIFUCMVM6i2,MDkBXGJ5CyR
Nsabwe Dispensary,3116,Nsabwe-DISP,zUquZgXa6Rm,gd6cNp4HjsE
Nsabwemanyaza Outreach Clinic (Mitundu),,Nsabwemanyaza Outreach Clinic (Mitundu),Lc9B27LIymK,aVmCsQGN0r1
Nsalawatha Outreach Clinic (Chifunga),,Nsalawatha Outreach Clinic (Chifunga),uxvZl944d2p,pciHYsH4glX
Nsalawatha Village Clinic (Chifunga),,Nsalawatha Village Clinic (Chifunga),QLONImO3ytG,pciHYsH4glX
Nsalika Outreach Clinic (Malombe),,Nsalika Outreach Clinic (Malombe),EYjniOzZs0P,n9kEwAvGSIu
Nsaliva Village Clinic (Kakoma),,Nsaliva Village Clinic (Kakoma),aZv4ONMgSB9,sYY0PQEhVU1
Nsalule Outreach Clinic (Katuli),,Nsalule Outreach Clinic (Katuli),uh7C7ikrFYP,fA8higAcbmz
Nsaluzawana Outreach Clinic (Kankao),,Nsaluzawana Outreach Clinic (Kankao),Rio3z29TLhc,HmTVrgdnucu
Nsambakaluma Outreach Clinic (Kamphata),,Nsambakaluma Outreach Clinic (Kamphata),EzfDGGFSLZa,DzmTX22yCZc
Nsambe Sda Health Centre,3711,Nsambe-Sda-HC,HxziIaDjatq,IQCeFVtGUtg
Nsanama Health Centre,2615,Nsanama-HC,DLSIRdTyKv3,o7sh3DOqth2
Nsanama Outreach (Kawinga),,Nsanama Outreach (Kawinga),ZmeptIYWiGt,ozdBwLyST0J
Nsanama Village Clinic,,Nsanama V Clinic,QQ8OKDzwAbG,DLSIRdTyKv3
Nsanama Village Clinic (Kawinga),,Nsanama Village Clinic (Kawinga),gzRZ60zPdW2,ozdBwLyST0J
Nsangwe Outreach Clinic (Dolo),,Nsangwe Outreach Clinic (Dolo),sL8x0kqTrpo,SOwb9qUKJnt
Nsangwe Village Clinic (Dolo),,Nsangwe Village Clinic (Dolo),YZkDodGRCFN,SOwb9qUKJnt
Nsanja Outreach Clinic (Bilal),,Nsanja Outreach Clinic (Bilal),Pk4UmFSGUTW,KxcbdpaFBia
Nsanja Outreach Clinic (Mbera),,Nsanja Outreach Clinic (Mbera),NTtqGBlj8l1,vHwtNk0Bvmi
Nsanja Village Clinic (Mbera),,Nsanja Village Clinic (Mbera),VeE2FLQOn52,vHwtNk0Bvmi
Nsanje District Hospital,3409,Nsanje-Distr-Hosp,tVuIhivYk9N,LswTbnG3C0c
Nsanje-DHO,,Nsanje-DHO,LswTbnG3C0c,X10UsRjL1l0
Nsanyira  Outreach Clinic (Mangochi DH),,Nsanyira  Outreach Clinic (Mangochi DH),ULwCvqI9TCW,vGbcjNT1TSJ
Nsanyira Village Clinic,,Nsanyira VC,ptxJaRdGNuz,vGbcjNT1TSJ
Nsapato Outreach,,Nsapato Outreach,AMsiFn3Y0mX,FexDaTn0HFG
Nsapato Village Clinic,,Nsapato Village Clinic,IrwBq7NhasD,FexDaTn0HFG
Nsaru Health Centre,1539,Nsaru-HC,lxulWQBn6fT,MDkBXGJ5CyR
Nselema Outreach (Nainunje),,Nselema Outreach (Nainunje),OhbsBPM3Y8c,UlGsSjoERdc
Nselema Village Clinic,,Nselema VC,XEDLeHOSS3R,UKbySUaELNM
Nsenda Outreach (Makwapala),,Nsenda Outreach (Makwapala),Ckcw2ZNJYQt,ctDR10R37Rw
Nsenda Outreach Clinic,,Nsenda Outreach Clinic,ieMBJszW3re,HrORTH4UNrp
Nsenga Outreach Clinic (Mianga),,Nsenga Outreach Clinic (Mianga),tqZlKPuYAD7,oXXbb8WAC4h
Nsenga Village Clinic (Mianga),,Nsenga Village Clinic (Mianga),kwUG6TRAkr1,oXXbb8WAC4h
Nsenjere Outreach Clinic (Matandani),,Nsenjere Outreach Clinic (Matandani),N2Prx6wEuCT,JKAFWLrwdji
Nseule Outreach,,Nseule Outreach,iCl4q19iqnf,hnbxxugq3Ds
Nseule Village Clinic,,Nseule Village Clinic,SVFrkpKH64w,hnbxxugq3Ds
Nsewo Outreach Clinic,,Nsewo Outreach Clinic,qkaCnD1lbnX,flfOvLzldtj
Nsewo Village Clinic,,Nsewo Village Clinic,yNGe679gFBi,flfOvLzldtj
Nsikita  Outreach (Thuchila),,Nsikita  Outreach (Thuchila),Fao3bOWtl1O,xIfDdYzRS5G
Nsikita Outreach (Nazombe),,Nsikita Outreach (Nazombe),WHtuGIHpsA2,cTMzhKP8OCf
Nsikita Village Clinic,,Nsikita VC,DodCHiy2ek9,xIfDdYzRS5G
Nsikita Village Clinic (Nazombe),,Nsikita Village Clinic (Nazombe),JQ5hUUG25x5,cTMzhKP8OCf
Nsilanga Outreach Clinic (Chididi),,Nsilanga Outreach Clinic (Chididi),O2q1JKtc9E4,WG3SI4hkJFF
Nsilanga Village Clinic (Chididi),,Nsilanga Village Clinic (Chididi),oyLMopKlyVM,WG3SI4hkJFF
Nsinda  Village Clinic,,Nsinda  Village Clinic,pwVdMR5A7pt,yM9bkHicOua
Nsinda Outreach Clinic,,Nsinda Outreach Clinic,fQR14MBqSgg,yM9bkHicOua
Nsinda Outreach Clinic (Kasina),,Nsinda Outreach Clinic (Kasina),P2mMGGxaIpK,PCWfXe1C9hK
Nsingano Outreach Clinic (Masenjele),,Nsingano Outreach Clinic (Masenjele),wsilpuwuceg,hj7sZWYuxTM
Nsinja Outreach Clinic (Mlale),,Nsinja Outreach Clinic (Mlale),CLKITuLdKLx,vlaK6dtRhxj
Nsinja Village Clinic,,Nsinja V Clinic,dKx2W0Y7vLt,DLSIRdTyKv3
Nsinja Village Clinic (Mlale),,Nsinja Village Clinic (Mlale),OQKT41ZOLNC,vlaK6dtRhxj
Nsipe Health Centre,1825,Nsipe-HC,DZq9bb4C1Jn,ENQA7sOVrPw
Nsitu Outreach Clinic (Molele),,Nsitu Outreach Clinic (Molele),z0YlbgrG2OB,POK4qrJEUda
Nsitu Village Clinic (Molele),,Nsitu Village Clinic (Molele),vrhbQzsjt53,POK4qrJEUda
